Protein Group,Protein Ids,Protein Names,Genes,First Protein Description,Peptides,Bock_1,Bock_2,Bock_3,Abk_1,Abk_2,Abk_3
P0CG22;Q9BTZ2;Q9BTZ2-4;Q9BTZ2-8,Q9BTZ2-4;Q9BTZ2-8;P0CG22;Q9BTZ2,DHRS4-4_HUMAN;DHRS4-8_HUMAN;DHRS4_HUMAN;DR4L1_HUMAN,DHRS4;DHRS4L1,Putative dehydrogenase/reductase SDR family member 4-like 1,1,91905.5,43276.8,,99421.6,,
Q9UI95,B1AK44;Q9UI95,MD2L2_HUMAN,MAD2L2,Mitotic spindle assembly checkpoint protein MAD2B,1,128183,104434,,,,
P28331;P28331-2;P28331-3;P28331-4;P28331-5,B4DJ81;P28331-2;P28331-3;P28331-4;P28331-5;P28331,NDUS1-2_HUMAN;NDUS1-3_HUMAN;NDUS1-4_HUMAN;NDUS1-5_HUMAN;NDUS1_HUMAN,NDUFS1,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",5,84489.9,,,67495.5,41826.9,38584.4
O95168;O95168-2,O95168-2;O95168,NDUB4-2_HUMAN;NDUB4_HUMAN,NDUFB4,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,1,89530.1,31471.7,,67590.7,,43189.1
Q02383,Q02383,SEMG2_HUMAN,SEMG2,Semenogelin-2,2,,,231660,,,
Q96JP5;Q96JP5-2,Q96JP5-2;A0A0A6YYC7;Q96JP5,ZFP91-2_HUMAN;ZFP91_HUMAN,ZFP91,E3 ubiquitin-protein ligase ZFP91,1,70696.1,,,56409.8,48479,55668.8
Q16769,A0A3B3IUD5;Q16769,QPCT_HUMAN,QPCT,Glutaminyl-peptide cyclotransferase,2,230940,,,,,
Q8WWK9;Q8WWK9-4;Q8WWK9-5;Q8WWK9-6,Q8WWK9-4;Q8WWK9-5;Q8WWK9-6;Q8WWK9,CKAP2-4_HUMAN;CKAP2-5_HUMAN;CKAP2-6_HUMAN;CKAP2_HUMAN,CKAP2,Cytoskeleton-associated protein 2,1,57836.6,,,82397.2,90687.5,
P0DME0;Q01105;Q01105-2;Q01105-3;Q01105-4,A0A087X027;A0A0C4DFV9;Q01105-2;Q01105-3;Q01105-4;P0DME0;Q01105,SET-2_HUMAN;SET-3_HUMAN;SET-4_HUMAN;SETLP_HUMAN;SET_HUMAN,SET;SETSIP,Protein SETSIP,1,111134,58047.1,,,,61598.7
Q8TEP8;Q8TEP8-1,A0A0A0MR42;K7ENP4;Q8TEP8-1;Q8TEP8,CE192-1_HUMAN;CE192_HUMAN,CEP192,Centrosomal protein of 192 kDa,1,104906,,,,,124803
Q5TCS8;Q5TCS8-5;Q5TCS8-6,Q5TCS8-5;Q5TCS8-6;Q5TCS8,KAD9-5_HUMAN;KAD9-6_HUMAN;KAD9_HUMAN,AK9,Adenylate kinase 9,1,94710.2,48250.8,,83868.3,,
P67936,A0A2R8Y5V9;A0A2R8YE05;A0A2R8YEU4;A0A2R8YGX3;A0A2R8YH90;A0A2R8YHD2;A7XZE4;K7EMU5;K7ENT6;K7EPV9;K7ERG3;P07951-2;P07951-3;P67936-2;Q5TCU3;Q5TCU8;U3KQK2;P07951;P67936,TPM4_HUMAN,TPM4,Tropomyosin alpha-4 chain,2,50136.5,,,22890.8,,153562
O43159,E9PPY3;O43159,RRP8_HUMAN,RRP8,Ribosomal RNA-processing protein 8,1,,,,80663.6,89041.4,56769.8
Q96IZ5;Q96IZ5-2,Q96IZ5-2;Q96IZ5,RBM41-2_HUMAN;RBM41_HUMAN,RBM41,RNA-binding protein 41,1,141063,,,84974.4,,
O60259;O60259-2,A0A0A0MQY9;O60259-2;O60259,KLK8-2_HUMAN;KLK8_HUMAN,KLK8,Kallikrein-8,2,225177,,,,,
P51858,P51858,HDGF_HUMAN,HDGF,Hepatoma-derived growth factor,1,89496.2,,,,,135551
O00762;O00762-3;O00762-4,A0A087WVK1;A0A0A0MSE8;K4DI81;O00762-3;O00762-4;O00762,UBE2C-3_HUMAN;UBE2C-4_HUMAN;UBE2C_HUMAN,UBE2C,Ubiquitin-conjugating enzyme E2 C,1,95405.2,,,38811.1,,90492.1
Q96N46,C9J974;Q96N46-2;Q96N46-3;Q96N46,TTC14_HUMAN,TTC14,Tetratricopeptide repeat protein 14,2,92418.5,129656,,,,
O43240,M0R132;O43240,KLK10_HUMAN,KLK10,Kallikrein-10,2,219882,,,,,
P15309;P15309-2;P15309-3,E9PFE6;P15309-2;P15309-3;P15309,PPAP-2_HUMAN;PPAP-3_HUMAN;PPAP_HUMAN,ACPP,Prostatic acid phosphatase,1,,,218943,,,
P13994,K7EJZ6;K7ELI4;P13994,CC130_HUMAN,CCDC130,Coiled-coil domain-containing protein 130,3,69393.4,67301,,44411.3,,36972.9
P14735,A0A3B3ISG5;Q5T5N3;P14735,IDE_HUMAN,IDE,Insulin-degrading enzyme,4,27447.9,66368.4,,,,121463
Q9NVI7;Q9NVI7-2,H0Y2W2;Q5T9A4-2;Q5T9A4-3;Q9NVI7-2;Q9NVI7-3;Q5T9A4;Q9NVI7,ATD3A-2_HUMAN;ATD3A_HUMAN,ATAD3A,ATPase family AAA domain-containing protein 3A,6,89797.4,67156.6,,57613,,
Q13257;Q13257-2,Q13257-2;Q13257,MD2L1-2_HUMAN;MD2L1_HUMAN,MAD2L1,Mitotic spindle assembly checkpoint protein MAD2A,1,110691,,,103827,,
O15541,O15541,R113A_HUMAN,RNF113A,E3 ubiquitin-protein ligase RNF113A,1,98275.8,,,40134.4,74757.6,
P40925;P40925-2;P40925-3,B8ZZ51;B9A041;P40925-2;P40925-3;P40925,MDHC-2_HUMAN;MDHC-3_HUMAN;MDHC_HUMAN,MDH1,"Malate dehydrogenase, cytoplasmic",1,119303,,,,,93257
P13798,C9JIF9;H7C1U0;P13798,ACPH_HUMAN,APEH,Acylamino-acid-releasing enzyme,7,155965,55905.1,,,,
Q14114;Q14114-2;Q14114-3;Q14114-4,E9PP15;H0YEA5;H0YEV6;Q14114-2;Q14114-3;Q14114-4;Q14114,LRP8-2_HUMAN;LRP8-3_HUMAN;LRP8-4_HUMAN;LRP8_HUMAN,LRP8,Low-density lipoprotein receptor-related protein 8,1,,,,209652,,
P31947;P31947-2,P31947-2;P31947,1433S-2_HUMAN;1433S_HUMAN,SFN,14-3-3 protein sigma,1,,104560,103273,,,
Q13563;Q13563-3;Q13563-5,B4DFN3;Q13563-3;Q13563-5;Q13563,PKD2-3_HUMAN;PKD2-5_HUMAN;PKD2_HUMAN,PKD2,Polycystin-2,1,32321,106097,,69407.5,,
Q96PV7;Q96PV7-3,Q96PV7-3;Q96PV7,F193B-3_HUMAN;F193B_HUMAN,FAM193B,Protein FAM193B,1,80704.8,68903,,57820.2,,
P35658;P35658-2;P35658-3;P35658-4;P35658-5,A0A0A0MSW3;A0A494C1F2;H0YF36;P35658-2;P35658-3;P35658-4;P35658-5;P35658,NU214-2_HUMAN;NU214-3_HUMAN;NU214-4_HUMAN;NU214-5_HUMAN;NU214_HUMAN,NUP214,Nuclear pore complex protein Nup214,2,36900.9,,,52785.5,,117659
Q8TCT9;Q8TCT9-2;Q8TCT9-4;Q8TCT9-5,A0A075B6F6;A0A0C4DGU3;A0A0S2Z6F0;A0A3B3IT72;A0A3B3IUB5;Q8TCT9-2;Q8TCT9-4;Q8TCT9-5;Q8TCT9,HM13-2_HUMAN;HM13-4_HUMAN;HM13-5_HUMAN;HM13_HUMAN,HM13,Minor histocompatibility antigen H13,3,141883,65051.1,,,,
Q9Y3D5,D6RCM2;H0YAG5;Q9Y3D5,RT18C_HUMAN,MRPS18C,"28S ribosomal protein S18c, mitochondrial",1,57989.7,,,55927.2,,92023.4
Q5UCC4;Q5UCC4-2,M0R2A0;Q5UCC4-2;Q5UCC4,EMC10-2_HUMAN;EMC10_HUMAN,EMC10,ER membrane protein complex subunit 10,1,79705.3,66788.7,,59210.2,,
Q02539,Q02539,H11_HUMAN,HIST1H1A,Histone H1.1,1,22381.7,,,43292.5,72010,67625.6
P82909,D6R941;P82909,RT36_HUMAN,MRPS36,"28S ribosomal protein S36, mitochondrial",1,105907,37984.4,,,,61242.7
P22492,P22492,H1T_HUMAN,HIST1H1T,Histone H1t,2,81825.6,,,43549.1,79029,
P55735;P55735-2;P55735-3;P55735-4,A8MXL6;E7ERC8;P55735-2;P55735-3;P55735-4;P55735,SEC13-2_HUMAN;SEC13-3_HUMAN;SEC13-4_HUMAN;SEC13_HUMAN,SEC13,Protein SEC13 homolog,1,89608.8,48194.5,,65695.8,,
Q6P1J9,A0A1B0GUB2;A0A2R8Y640;A0A2R8YHB3;A0A3B3IRP5;Q6P1J9,CDC73_HUMAN,CDC73,Parafibromin,2,56374.9,,,74857.9,,72034.6
Q9H1E1,Q9H1E1,RNAS7_HUMAN,RNASE7,Ribonuclease 7,5,202838,,,,,
Q16718;Q16718-2,A0A087X1G1;C9IZN5;F8WAS3;H7BYD0;Q16718-2;Q16718,NDUA5-2_HUMAN;NDUA5_HUMAN,NDUFA5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,3,22191.8,90252.8,,41134.6,47110.9,
P05091;P05091-2,H0Y2X5;H0YMG7;O94788-2;O94788-3;O94788-4;P05091-2;O94788;P00352;P05091;P30837;P47895,ALDH2-2_HUMAN;ALDH2_HUMAN,ALDH2,"Aldehyde dehydrogenase, mitochondrial",2,75296.1,,,,125054,
P40227;P40227-2,P40227-2;P40227,TCPZ-2_HUMAN;TCPZ_HUMAN,CCT6A,T-complex protein 1 subunit zeta,1,96187.1,,,103874,,
P32322;P32322-2;P32322-3,J3KQ22;J3QKT4;J3QL24;P32322-2;P32322-3;P32322,P5CR1-2_HUMAN;P5CR1-3_HUMAN;P5CR1_HUMAN,PYCR1,"Pyrroline-5-carboxylate reductase 1, mitochondrial",1,97810.5,,,102017,,
Q9P0K1;Q9P0K1-5,H7C0Q9;H7C3I4;Q9P0K1-2;Q9P0K1-5;Q9P0K1,ADA22-5_HUMAN;ADA22_HUMAN,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,2,102295,,,30385.3,,66482.1
Q96AH0;Q96AH0-3;Q9BQ15,C9JMP5;C9JT95;Q96AH0-3;Q96AH0;Q9BQ15,SOSB1_HUMAN;SOSB2-3_HUMAN;SOSB2_HUMAN,NABP1;NABP2,SOSS complex subunit B2,1,50822.5,,,62266.7,,83529.5
P57103,P57103,NAC3_HUMAN,SLC8A3,Sodium/calcium exchanger 3,1,61598.2,71715.5,,,,62763.2
P08195;P08195-2;P08195-3;P08195-4,F5GZS6;J3KPF3;P08195-2;P08195-3;P08195-4;P08195,4F2-2_HUMAN;4F2-3_HUMAN;4F2-4_HUMAN;4F2_HUMAN,SLC3A2,4F2 cell-surface antigen heavy chain,5,135171,29936.7,,30695.1,,
P28340,A0A2R8Y7K6;M0QZR8;M0R2B7;P28340,DPOD1_HUMAN,POLD1,DNA polymerase delta catalytic subunit,1,98273.1,,97269.1,,,
Q9Y624,A0A087WY82;Q9Y624-2;Q9Y624,JAM1_HUMAN,F11R,Junctional adhesion molecule A,3,61903.1,,,22481.2,,110772
O95059,O95059,RPP14_HUMAN,RPP14,Ribonuclease P protein subunit p14,1,31267.2,,,108910,54907.8,
P27797,K7EJB9;P27797,CALR_HUMAN,CALR,Calreticulin,2,65993.7,,,83482.2,,45485.1
Q7LBR1,Q7LBR1,CHM1B_HUMAN,CHMP1B,Charged multivesicular body protein 1b,1,81982.3,,,111544,,
O43837;O43837-2;O43837-3,A0A087WZN1;A0A087X2E5;A0A0D9SG66;O43837-2;O43837-3;O43837,IDH3B-2_HUMAN;IDH3B-3_HUMAN;IDH3B_HUMAN,IDH3B,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial",1,92763.8,,,31956.5,,68731.9
O43707;O43707-2;O43707-3;P12814;P12814-2;P12814-3;P12814-4,F5GXS2;H0YJ11;H0YJW3;H7C144;H7C5W8;H9KV75;O43707-2;O43707-3;P12814-2;P12814-3;P12814-4;O43707;P12814,ACTN1-2_HUMAN;ACTN1-3_HUMAN;ACTN1-4_HUMAN;ACTN1_HUMAN;ACTN4-2_HUMAN;ACTN4-3_HUMAN;ACTN4_HUMAN,ACTN1;ACTN4,Alpha-actinin-4,1,52443.1,110575,,,,29585.9
Q14011,D6W5Y5;K7EJV1;K7EJV5;K7ELT6;K7ELV6;K7EMY9;K7ENX8;K7EPM4;K7EQR7;K7ER40;Q14011-2;Q14011,CIRBP_HUMAN,CIRBP,Cold-inducible RNA-binding protein,1,145988,,,,,46535.2
Q99832;Q99832-2;Q99832-3;Q99832-4,Q99832-2;Q99832-3;Q99832-4;Q99832,TCPH-2_HUMAN;TCPH-3_HUMAN;TCPH-4_HUMAN;TCPH_HUMAN,CCT7,T-complex protein 1 subunit eta,3,57551.6,99678.2,,34593,,
O60583;O60583-2,F2Z2C9;F8WDY7;O60583-2;O60583,CCNT2-2_HUMAN;CCNT2_HUMAN,CCNT2,Cyclin-T2,2,75145.7,,63998.7,52143.3,,
P37837,F2Z393;P37837,TALDO_HUMAN,TALDO1,Transaldolase,2,102534,86950.1,,,,
P48449;P48449-2;P48449-3,C9J315;P48449-2;P48449-3;P48449,ERG7-2_HUMAN;ERG7-3_HUMAN;ERG7_HUMAN,LSS,Lanosterol synthase,1,54544.3,,85692.1,,,49143.8
O60341;O60341-2,O60341-2;R4GMQ1;O60341,KDM1A-2_HUMAN;KDM1A_HUMAN,KDM1A,Lysine-specific histone demethylase 1A,1,99775.4,50848,,,,38469.8
Q96DV4,Q96DV4,RM38_HUMAN,MRPL38,"39S ribosomal protein L38, mitochondrial",1,100324,88099.1,,,,
Q9P0M6,Q9P0M6,H2AW_HUMAN,H2AFY2,Core histone macro-H2A.2,1,77255.9,,,108779,,
P31689;P31689-2,P31689-2;P31689,DNJA1-2_HUMAN;DNJA1_HUMAN,DNAJA1,DnaJ homolog subfamily A member 1,2,78871.6,107003,,,,
O60888;O60888-2;O60888-3,C9IZG4;O60888-2;O60888-3;O60888,CUTA-2_HUMAN;CUTA-3_HUMAN;CUTA_HUMAN,CUTA,Protein CutA,1,140567,44586.8,,,,
P43487;P43487-2,C9JDM3;C9JJ34;F6WQW2;P43487-2;P43487,RANG-2_HUMAN;RANG_HUMAN,RANBP1,Ran-specific GTPase-activating protein,2,62761.4,,,54870.2,,65937.1
Q8N5A5;Q8N5A5-2;Q8N5A5-3;Q8N5A5-4,Q8N5A5-2;Q8N5A5-3;Q8N5A5-4;Q8N5A5;V9GY48,ZGPAT-2_HUMAN;ZGPAT-3_HUMAN;ZGPAT-4_HUMAN;ZGPAT_HUMAN,ZGPAT,Zinc finger CCCH-type with G patch domain-containing protein,1,49833.9,,,44846.4,,88571.6
Q96CW1;Q96CW1-2,A0A087WY71;C9JJ47;E9PFW3;Q96CW1-2;Q96CW1,AP2M1-2_HUMAN;AP2M1_HUMAN,AP2M1,AP-2 complex subunit mu,1,99105.3,84134.8,,,,
Q15041;Q15041-2;Q15041-3,H3BPJ2;Q15041-2;Q15041-3;H3BN98;Q15041,AR6P1-2_HUMAN;AR6P1-3_HUMAN;AR6P1_HUMAN,ARL6IP1,ADP-ribosylation factor-like protein 6-interacting protein 1,1,83833.9,,,,,99135.5
Q9P035;Q9P035-2,H3BMZ1;H3BPZ1;H3BRL8;H3BS72;Q9P035-2;Q9P035,HACD3-2_HUMAN;HACD3_HUMAN,HACD3,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3,1,116097,,,65877.5,,
Q9BVK6,Q9BVK6,TMED9_HUMAN,TMED9,Transmembrane emp24 domain-containing protein 9,1,181889,,,,,
Q9H0D6,Q9H0D6-2;Q9H0D6,XRN2_HUMAN,XRN2,5'-3' exoribonuclease 2,5,88011.1,59793.8,,33995.5,,
Q15363,E7EQ72;F5GX39;Q15363,TMED2_HUMAN,TMED2,Transmembrane emp24 domain-containing protein 2,2,140534,40612.1,,,,
P68036;P68036-2;P68036-3,P68036-2;P68036-3;P68036,UB2L3-2_HUMAN;UB2L3-3_HUMAN;UB2L3_HUMAN,UBE2L3,Ubiquitin-conjugating enzyme E2 L3,1,56733.3,,,68777.8,,53292
Q01082,A0A087WUZ3;Q01082-2;Q01082-3;Q01082,SPTB2_HUMAN,SPTBN1,"Spectrin beta chain, non-erythrocytic 1",3,66055.3,,,35949.2,,75859
Q9H074;Q9H074-2;Q9H074-3,Q9H074-2;Q9H074-3;Q9H074,PAIP1-2_HUMAN;PAIP1-3_HUMAN;PAIP1_HUMAN,PAIP1,Polyadenylate-binding protein-interacting protein 1,1,101555,,,,75923.4,
Q92542;Q92542-2,H0Y3Z4;H0Y6T7;Q5T205;Q92542-2;Q92542,NICA-2_HUMAN;NICA_HUMAN,NCSTN,Nicastrin,2,102849,73894.7,,,,
P12882;P12883;P13533;P13535;Q9UKX2;Q9UKX3;Q9Y623,P11055;P12882;P12883;P13533;P13535;Q9H6N6;Q9UKX2;Q9UKX3;Q9Y623,MYH13_HUMAN;MYH1_HUMAN;MYH2_HUMAN;MYH4_HUMAN;MYH6_HUMAN;MYH7_HUMAN;MYH8_HUMAN,MYH1;MYH13;MYH2;MYH4;MYH6;MYH7;MYH8,Myosin-1,2,,,,,,174777
P16220;P16220-2;P16220-3;P18846;P18846-2;Q03060-21;Q03060-23;Q03060-24;Q03060-26;Q03060-31;Q03060-32;Q03060-6;Q03060-8;Q03060-9,E9PAR2;G5E998;P16220-2;P16220-3;P18846-2;Q03060-21;Q03060-23;Q03060-24;Q03060-26;Q03060-31;Q03060-32;Q03060-6;Q03060-8;Q03060-9;P16220;P18846,ATF1-2_HUMAN;ATF1_HUMAN;CREB1-2_HUMAN;CREB1-3_HUMAN;CREB1_HUMAN;CREM-21_HUMAN;CREM-23_HUMAN;CREM-24_HUMAN;CREM-26_HUMAN;CREM-31_HUMAN;CREM-32_HUMAN;CREM-6_HUMAN;CREM-8_HUMAN;CREM-9_HUMAN,ATF1;CREB1;CREM,Cyclic AMP-responsive element-binding protein 1,1,65379.4,,,52975.2,56401.2,
Q9BTV4,Q9BTV4,TMM43_HUMAN,TMEM43,Transmembrane protein 43,1,173209,,,,,
P16278;P16278-2;P16278-3,C9J4G9;E7EQ29;P16278-2;P16278-3;P16278,BGAL-2_HUMAN;BGAL-3_HUMAN;BGAL_HUMAN,GLB1,Beta-galactosidase,2,65149.9,53079.3,,,,54503.7
Q9NQ29;Q9NQ29-2,A8MYV2;B8ZZ12;Q9NQ29-2;Q9NQ29-3;Q9NQ29,LUC7L-2_HUMAN;LUC7L_HUMAN,LUC7L,Putative RNA-binding protein Luc7-like 1,3,53949,35492.8,,82332.9,,
Q92973;Q92973-2;Q92973-3,Q92973-2;Q92973-3;S4R398;Q92973,TNPO1-2_HUMAN;TNPO1-3_HUMAN;TNPO1_HUMAN,TNPO1,Transportin-1,2,38122.8,,74278.5,,,58429.8
Q3MJ16,Q3MJ16,PA24E_HUMAN,PLA2G4E,Cytosolic phospholipase A2 epsilon,2,169636,,,,,
Q14108,A0A1W2PNX7;A0A1W2PPU6;A0A1W2PPX5;A0A1W2PQB7;A0A1W2PQR6;A0A1W2PRS1;A0A1W2PS43;A0A1W2PS70;A0A1W2PSE4;D6RDG0;Q14108-2;Q14108,SCRB2_HUMAN,SCARB2,Lysosome membrane protein 2,3,80966,88357.2,,,,
Q01484;Q01484-2;Q01484-5,A0A0U1RQN6;B7Z651;D6RHE1;E9PHW9;I6L894;Q01484-2;Q01484-5;Q01484,ANK2-2_HUMAN;ANK2-5_HUMAN;ANK2_HUMAN,ANK2,Ankyrin-2,1,,,86532,81632.2,,
Q07954,Q07954,LRP1_HUMAN,LRP1,Prolow-density lipoprotein receptor-related protein 1,4,57098.5,,,24886,85514.1,
O14519;O14519-2;O75956,O14519-2;O14519;O75956,CDKA1-2_HUMAN;CDKA1_HUMAN;CDKA2_HUMAN,CDK2AP1;CDK2AP2,Cyclin-dependent kinase 2-associated protein 1,1,42874.2,,,52367.5,,72170.6
O75351;Q6PIW4;Q6PIW4-2;Q9UN37,Q6PIW4-2;I3L4J1;O75351;Q6PIW4;Q9UN37,FIGL1-2_HUMAN;FIGL1_HUMAN;VPS4A_HUMAN;VPS4B_HUMAN,FIGNL1;VPS4A;VPS4B,Vacuolar protein sorting-associated protein 4B,1,48447.9,37609.4,,81083.6,,
O00442;O00442-2,O00442-2;O00442,RTCA-2_HUMAN;RTCA_HUMAN,RTCA,RNA 3'-terminal phosphate cyclase,3,61620.7,,,56515.9,,46889.7
Q14157;Q14157-1;Q14157-3;Q14157-4;Q14157-5,F8W726;H0Y5H6;H7C2T8;Q14157-1;Q14157-3;Q14157-4;Q14157-5;Q14157,UBP2L-1_HUMAN;UBP2L-3_HUMAN;UBP2L-4_HUMAN;UBP2L-5_HUMAN;UBP2L_HUMAN,UBAP2L,Ubiquitin-associated protein 2-like,1,32853.6,,,,61575.4,69794.2
P78332,E9PGM9;P78332-2;P78332,RBM6_HUMAN,RBM6,RNA-binding protein 6,3,68080,41400.7,,53336.9,,
Q9Y2Q5;Q9Y2Q5-2,Q9Y2Q5-2;Q9Y2Q5-3;Q9Y2Q5,LTOR2-2_HUMAN;LTOR2_HUMAN,LAMTOR2,Ragulator complex protein LAMTOR2,2,57581.4,,,41587.7,63503.6,
Q6UB35,A0A087WVM4;B7ZM99;Q6UB35,C1TM_HUMAN,MTHFD1L,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",7,53359.8,35862,,73032.6,,
Q9H0W9;Q9H0W9-2;Q9H0W9-3,A0A087WT99;E9PIP1;E9PLB3;E9PLC5;E9PPB5;E9PQS1;E9PR95;E9PSC3;Q9H0W9-2;Q9H0W9-3;A0A1W2PRB8;Q9H0W9,CK054-2_HUMAN;CK054-3_HUMAN;CK054_HUMAN,C11orf54,Ester hydrolase C11orf54,2,63368.1,97948.8,,,,
Q15120;Q15120-2,Q15120-2;Q15120,PDK3-2_HUMAN;PDK3_HUMAN,PDK3,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial",2,53096.7,57568.7,,,,49386.9
Q96T68;Q96T68-2;Q96T68-3,A0A087WYZ9;Q96T68-2;Q96T68-3;Q96T68,SETB2-2_HUMAN;SETB2-3_HUMAN;SETB2_HUMAN,SETDB2,Histone-lysine N-methyltransferase SETDB2,1,,,,,159891,
O60716;O60716-10;O60716-11;O60716-12;O60716-13;O60716-14;O60716-15;O60716-16;O60716-17;O60716-18;O60716-19;O60716-2;O60716-20;O60716-21;O60716-22;O60716-23;O60716-24;O60716-25;O60716-26;O60716-27;O60716-28;O60716-29;O60716-3;O60716-30;O60716-31;O60716-32;O60716-4;O60716-5;O60716-6;O60716-7;O60716-8;O60716-9,C9JZR2;O60716-10;O60716-11;O60716-12;O60716-13;O60716-14;O60716-15;O60716-16;O60716-17;O60716-18;O60716-19;O60716-2;O60716-20;O60716-21;O60716-22;O60716-23;O60716-24;O60716-25;O60716-26;O60716-27;O60716-28;O60716-29;O60716-3;O60716-30;O60716-31;O60716-32;O60716-4;O60716-5;O60716-6;O60716-7;O60716-8;O60716-9;O60716,CTND1-10_HUMAN;CTND1-11_HUMAN;CTND1-12_HUMAN;CTND1-13_HUMAN;CTND1-14_HUMAN;CTND1-15_HUMAN;CTND1-16_HUMAN;CTND1-17_HUMAN;CTND1-18_HUMAN;CTND1-19_HUMAN;CTND1-20_HUMAN;CTND1-21_HUMAN;CTND1-22_HUMAN;CTND1-23_HUMAN;CTND1-24_HUMAN;CTND1-25_HUMAN;CTND1-26_HUMAN;CTND1-27_HUMAN;CTND1-28_HUMAN;CTND1-29_HUMAN;CTND1-2_HUMAN;CTND1-30_HUMAN;CTND1-31_HUMAN;CTND1-32_HUMAN;CTND1-3_HUMAN;CTND1-4_HUMAN;CTND1-5_HUMAN;CTND1-6_HUMAN;CTND1-7_HUMAN;CTND1-8_HUMAN;CTND1-9_HUMAN;CTND1_HUMAN,CTNND1,Catenin delta-1,2,24134,,63871.6,71203.4,,
Q3ZCW2,Q3ZCW2,LEGL_HUMAN,LGALSL,Galectin-related protein,2,107795,51181.8,,,,
Q9H0G5,A0A024QZ33;Q9H0G5,NSRP1_HUMAN,NSRP1,Nuclear speckle splicing regulatory protein 1,1,61699.3,,,,96943.9,
Q9UKV8,Q5TA58;Q9H9G7-2;Q9UKV8-2;Q9H9G7;Q9UKV8;Q9UL18,AGO2_HUMAN,AGO2,Protein argonaute-2,3,83673.4,74780.3,,,,
Q96BP2,Q96BP2,CHCH1_HUMAN,CHCHD1,Coiled-coil-helix-coiled-coil-helix domain-containing protein 1,2,58147.7,,,28330.4,,71449.3
O95782;O95782-2,O95782-2;O95782,AP2A1-2_HUMAN;AP2A1_HUMAN,AP2A1,AP-2 complex subunit alpha-1,2,77255.2,53763.6,,,,26610.3
Q96GD4;Q96GD4-2;Q96GD4-3;Q96GD4-4;Q96GD4-5,J3KRF8;J3KRJ2;J3KTD6;J3QLN8;J3QR41;Q96GD4-2;Q96GD4-3;Q96GD4-4;Q96GD4-5;Q96GD4,AURKB-2_HUMAN;AURKB-3_HUMAN;AURKB-4_HUMAN;AURKB-5_HUMAN;AURKB_HUMAN,AURKB,Aurora kinase B,1,31237.4,54079.1,,70535.5,,
P10909;P10909-2;P10909-4;P10909-5;P10909-6,E5RJZ5;E7ERK6;E7ETB4;H0YLK8;P10909-2;P10909-4;P10909-5;P10909-6;P10909,CLUS-2_HUMAN;CLUS-4_HUMAN;CLUS-5_HUMAN;CLUS-6_HUMAN;CLUS_HUMAN,CLU,Clusterin,4,63830.9,91764.3,,,,
Q9Y3D3;Q9Y3D3-2,A6ND22;Q9Y3D3-2;Q9Y3D3,RT16-2_HUMAN;RT16_HUMAN,MRPS16,"28S ribosomal protein S16, mitochondrial",1,153848,,,,,
A0A0D5XQ77;A0A0U5Q247;A0A140T9Z9;A2AAZ0;E9PIB1;Q29967;Q5SU54;Q5Y7D6,A0A0D5XQ77;A0A0U5Q247;A0A140T9Z9;A2AAZ0;E9PIB1;Q29967;Q5SU54;Q5Y7D6,A0A0D5XQ77_HUMAN;A0A0U5Q247_HUMAN;A0A140T9Z9_HUMAN;A2AAZ0_HUMAN;E9PIB1_HUMAN;Q29967_HUMAN;Q5SU54_HUMAN;Q5Y7D6_HUMAN,HLA-DQB1,"Isoform of P01920, HLA class II histocompatibility antigen, DQ beta 1 chain",1,28937.7,70455.2,,54250.5,,
P56192,P56192-2;P56192,SYMC_HUMAN,MARS,"Methionine--tRNA ligase, cytoplasmic",4,37949.8,,,114978,,
P12955;P12955-3,A0A494C165;A0A494C194;K7ES25;P12955-2;P12955-3;P12955,PEPD-3_HUMAN;PEPD_HUMAN,PEPD,Xaa-Pro dipeptidase,4,151839,,,,,
Q8N9M1;Q8N9M1-2;Q8N9M1-3,A0A2R8Y6U9;Q8N9M1-2;Q8N9M1-3;Q8N9M1,CS047-2_HUMAN;CS047-3_HUMAN;CS047_HUMAN,C19orf47,Uncharacterized protein C19orf47,2,71899,40425.4,,39365.8,,
Q15404;Q15404-2,Q15404-2;Q15404,RSU1-2_HUMAN;RSU1_HUMAN,RSU1,Ras suppressor protein 1,3,95657.6,,,,,55390.8
Q13895,F8WBL2;Q13895,BYST_HUMAN,BYSL,Bystin,2,26282.3,,,35408.7,56637.9,32568
Q8NCW5;Q8NCW5-2,Q5T3I3;Q5T3I4;Q8NCW5-2;Q8NCW5,NNRE-2_HUMAN;NNRE_HUMAN,NAXE,NAD(P)H-hydrate epimerase,2,101734,49143.2,,,,
Q96L46,Q96L46,CPNS2_HUMAN,CAPNS2,Calpain small subunit 2,1,150483,,,,,
Q9P016,Q9P016,THYN1_HUMAN,THYN1,Thymocyte nuclear protein 1,1,56052.5,,,55370.1,,38069.3
