Protein.Group,Protein.Ids,Protein.Names,Genes,Peptides,First.Protein.Description,NanogAbk_1,NanogAbk_2,NanogAbk_3,NanogBock_1,NanogBock_2,NanogBock_3,TBPAbk_1,TBPAbk_2,TBPAbk_3,TBPBock_1,TBPBock_2,TBPBock_3
P26885,A0A494C1N0;P26885,FKBP2_HUMAN,FKBP2,1,Peptidyl-prolyl cis-trans isomerase FKBP2,162717,130795,132203,,,,,,,,,
P04632,A0A075B7C0;A0A0C4DGQ5;K7EIV0;K7EKD8;K7ELJ7;K7EM73;U3KPR7;U3KQE2;P04632,CPNS1_HUMAN,CAPNS1,1,Calpain small subunit 1,99289,,81642,,,,,,,,243946,
Q13363;Q13363-2,D6RAX2;H0Y8W7;H0Y9M9;Q13363-2;Q13363,CTBP1-2_HUMAN;CTBP1_HUMAN,CTBP1,2,C-terminal-binding protein 1,79579.6,50863.9,99770.3,,,,81007.8,65010.8,47827.6,,,
Q8TDN6,Q8TDN6,BRX1_HUMAN,BRIX1,3,Ribosome biogenesis protein BRX1 homolog,106012,98090.1,80824.9,,,,80737,,57958,,,
P22314;P22314-2,P22314-2;Q5JRR9;Q5JRS0;Q5JRS1;Q5JRS2;Q5JRS3;P22314,UBA1-2_HUMAN;UBA1_HUMAN,UBA1,4,Ubiquitin-like modifier-activating enzyme 1,70558,81025.4,92320.9,,,,52968.6,,,,67180.5,59283.4
Q96T68;Q96T68-2;Q96T68-3,A0A087WYZ9;Q96T68-2;Q96T68-3;Q96T68,SETB2-2_HUMAN;SETB2-3_HUMAN;SETB2_HUMAN,SETDB2,1,Histone-lysine N-methyltransferase SETDB2,,,,260270,,,,,161020,,,
O00139;O00139-1;O00139-2;O00139-4;O00139-5,O00139-1;O00139-2;O00139-4;O00139-5;O00139,KIF2A-1_HUMAN;KIF2A-2_HUMAN;KIF2A-4_HUMAN;KIF2A-5_HUMAN;KIF2A_HUMAN,KIF2A,2,Kinesin-like protein KIF2A,109493,101355,121481,,,,,88785,,,,
Q8N2M8;Q8N2M8-3,A0A0A0MQS2;F5H0Q6;Q8N2M8-3;Q8N2M8-4;Q8N2M8,CLASR-3_HUMAN;CLASR_HUMAN,CLASRP,3,CLK4-associating serine/arginine rich protein,92425.8,90214.3,87844.3,,,,41170.9,86907.6,20631.5,,,
O75554;O75554-2,O75554-2;O75554,WBP4-2_HUMAN;WBP4_HUMAN,WBP4,3,WW domain-binding protein 4,114887,90568,213253,,,,,,,,,
Q15738,Q15738,NSDHL_HUMAN,NSDHL,3,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",104646,158385,152338,,,,,,,,,
Q9H583,Q5T3Q7;Q9H583,HEAT1_HUMAN,HEATR1,5,HEAT repeat-containing protein 1,100023,83356.6,102688,,,,87083.4,41630.4,,,,
B7ZW38;O60812;P0DMR1,A0A0G2JPF8;B7ZW38;O60812;P0DMR1,HNRC1_HUMAN;HNRC3_HUMAN;HNRC4_HUMAN,HNRNPCL1;HNRNPCL3;HNRNPCL4,1,Heterogeneous nuclear ribonucleoprotein C-like 3,33993.5,86474.8,69907.8,38651.6,,,57739.2,,,,,127695
P35249,C9J8M3;C9JTT7;C9JXZ7;C9JZI1;P35249-2;P35249,RFC4_HUMAN,RFC4,5,Replication factor C subunit 4,101789,105084,109281,,,,98004,,,,,
Q99700;Q99700-2;Q99700-4;Q99700-5,A0A2R8Y5A6;A0A2R8Y7E6;A0A2R8Y7P6;A0A2R8YDM9;F8VQP2;F8VRK6;F8WB06;H0YH87;Q99700-2;Q99700-4;Q99700-5;V9GY86;Q99700,ATX2-2_HUMAN;ATX2-4_HUMAN;ATX2-5_HUMAN;ATX2_HUMAN,ATXN2,1,Ataxin-2,87480.7,,118150,,,,144172,,,,,63025.4
Q8TCS8,Q8TCS8,PNPT1_HUMAN,PNPT1,5,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial",120442,125506,132832,,,,33724,,,,,
P11387,E5RFS0;E5RIC7;E5RJ95;Q969P6-2;P11387;Q969P6,TOP1_HUMAN,TOP1,3,DNA topoisomerase 1,63732.9,57649.7,56461.6,,,,73406.4,92583.5,,,,68424
Q86UR5;Q86UR5-10;Q86UR5-12;Q86UR5-9,H0YBE7;Q86UR5-10;Q86UR5-12;Q86UR5-9;Q86UR5,RIMS1-10_HUMAN;RIMS1-12_HUMAN;RIMS1-9_HUMAN;RIMS1_HUMAN,RIMS1,1,Regulating synaptic membrane exocytosis protein 1,64425.1,53136.1,89992.4,,122447,,,,,,81756.3,
Q9P2K5;Q9P2K5-2;Q9P2K5-3,A0A087WUT0;A0A0A0MQW0;A0A0A0MR39;A0A0C4DGV1;H0YKS1;H0YN19;Q9P2K5-2;Q9P2K5-3;Q9P2K5,MYEF2-2_HUMAN;MYEF2-3_HUMAN;MYEF2_HUMAN,MYEF2,3,Myelin expression factor 2,71452.1,59212.2,83850.8,,,,,,,,77325.9,119055
P13804,H0YK49;H0YL83;P13804-2;P13804,ETFA_HUMAN,ETFA,6,"Electron transfer flavoprotein subunit alpha, mitochondrial",119181,138655,114808,,,,37980.6,,,,,
Q9BVK6,Q9BVK6,TMED9_HUMAN,TMED9,1,Transmembrane emp24 domain-containing protein 9,43537.9,,48604.5,58139.6,,,,,,,153381,101659
Q6NUK1;Q6NUK1-2,Q6NUK1-2;Q6NUK1,SCMC1-2_HUMAN;SCMC1_HUMAN,SLC25A24,2,Calcium-binding mitochondrial carrier protein SCaMC-1,109935,84246.6,112942,,,,51404.6,45915.8,,,,
Q8WVX9,E9PNW8;Q8WVX9,FACR1_HUMAN,FAR1,3,Fatty acyl-CoA reductase 1,76605.2,62917.4,80005.7,,,,59252.9,,,,71938.4,53171.1
Q96CS3,Q96CS3,FAF2_HUMAN,FAF2,1,FAS-associated factor 2,34007.2,,66506.6,302346,,,,,,,,
P51688,I3L2I6;I3L2L4;I3L4B7;P51688,SPHM_HUMAN,SGSH,2,N-sulphoglucosamine sulphohydrolase,64629.1,33325.8,54267.8,149656,,,,,,,100088,
Q8N7X0,Q8N7X0,ADGB_HUMAN,ADGB,1,Androglobin,,,,,,,194441,207457,,,,
P36404,P36404,ARL2_HUMAN,ARL2,3,ADP-ribosylation factor-like protein 2,94640.8,92372.9,84590.7,,80878.9,,48272.4,,,,,
A2AJT9;A2AJT9-2;A2AJT9-3,A2AJT9-2;A2AJT9-3;A2AJT9,BCLA3-2_HUMAN;BCLA3-3_HUMAN;BCLA3_HUMAN,BCLAF3,2,BCLAF1 and THRAP3 family member 3,99098.1,129182,116930,,,,,,55086.7,,,
Q06203,Q06203,PUR1_HUMAN,PPAT,2,Amidophosphoribosyltransferase,69891.7,86595.8,96003.8,,,,76451.1,,,,,71203.2
Q9UHL4,R4GN05;R4GNE8;Q9UHL4,DPP2_HUMAN,DPP7,2,Dipeptidyl peptidase 2,60204.4,,,184770,,,,,,,152566,
Q13356;Q13356-2,Q13356-2;Q13356,PPIL2-2_HUMAN;PPIL2_HUMAN,PPIL2,5,RING-type E3 ubiquitin-protein ligase PPIL2,136950,112903,146797,,,,,,,,,
P19367;P19367-2;P19367-3;P19367-4,P19367-2;P19367-3;P19367-4;P19367;Q2TB90,HXK1-2_HUMAN;HXK1-3_HUMAN;HXK1-4_HUMAN;HXK1_HUMAN,HK1,4,Hexokinase-1,83488.4,73367.7,93160.8,,,,53388.2,,,,,92736.4
O95168;O95168-2,O95168-2;O95168,NDUB4-2_HUMAN;NDUB4_HUMAN,NDUFB4,1,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,102403,69153.8,115966,,,,29779.3,,,,,77398.8
Q9GZZ1,A0A087WWJ2;A0A0D9SF32;C9J5D1;C9J5J3;C9JZU6;E7EQ69;F8WCK0;Q9GZZ1-2;Q9GZZ1,NAA50_HUMAN,NAA50,2,N-alpha-acetyltransferase 50,64031.3,60690.3,76674.2,,,,105849,46352.5,,,40835.6,
O76009,O76009,KT33A_HUMAN,KRT33A,2,"Keratin, type I cuticular Ha3-I",46244.9,,93155.6,,,,,254516,,,,
O15371;O15371-2;O15371-3,B0QYA5;B0QYA6;B0QYA8;O15371-2;O15371-3;O15371,EIF3D-2_HUMAN;EIF3D-3_HUMAN;EIF3D_HUMAN,EIF3D,2,Eukaryotic translation initiation factor 3 subunit D,30856.3,64787.9,67316,,,,63297.2,63206.3,,,50997.4,53199.6
Q92947,K7ESA6;Q92947-2;Q92947,GCDH_HUMAN,GCDH,3,"Glutaryl-CoA dehydrogenase, mitochondrial",106583,90962.8,104113,,,,91674.4,,,,,
Q86UE4,E5RJU9;H0YB56;Q86UE4,LYRIC_HUMAN,MTDH,3,Protein LYRIC,118260,77714.5,93028.8,,,,103897,,,,,
Q9P0J0;Q9P0J0-2,B4DEZ3;K7EJE1;Q9P0J0-2;U3KQP3;E7ENQ6;Q9P0J0,NDUAD-2_HUMAN;NDUAD_HUMAN,NDUFA13,1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,111935,105729,112582,,,,61467.1,,,,,
Q8TF09;Q9NP97,B1AKR6;H3BQI1;Q8TF09;Q9NP97,DLRB1_HUMAN;DLRB2_HUMAN,DYNLRB1;DYNLRB2,1,Dynein light chain roadblock-type 2,129557,87927,173494,,,,,,,,,
Q9NS86,Q9NS86,LANC2_HUMAN,LANCL2,1,LanC-like protein 2,84362.2,65263.1,62318.7,,,,66234.2,,,,112490,
Q12830;Q12830-2;Q12830-4,A0A0A0MR81;A0A2R8Y7Q1;E7ETD6;E9PE19;F5GXF5;Q12830-2;Q12830-4;Q12830,BPTF-2_HUMAN;BPTF-4_HUMAN;BPTF_HUMAN,BPTF,12,Nucleosome-remodeling factor subunit BPTF,96616.3,62366.5,116392,,,,112184,,,,,
Q13045;Q13045-2,J3KS54;J3QQQ2;Q13045-2;Q13045-3;Q13045,FLII-2_HUMAN;FLII_HUMAN,FLII,7,Protein flightless-1 homolog,54671.6,34710.6,63147.4,,,,100916,84385.2,,,,47819.2
P0C7P4;P47985,P0C7P4;P47985,UCRIL_HUMAN;UCRI_HUMAN,UQCRFS1;UQCRFS1P1,1,Putative cytochrome b-c1 complex subunit Rieske-like protein 1,124262,110068,110900,,,,40252.8,,,,,
Q8TED1,E7ETY7;Q8TED1,GPX8_HUMAN,GPX8,1,Probable glutathione peroxidase 8,82887,87514.7,102032,,,,79168.8,,,,,32559.9
Q9Y657,Q9Y657,SPIN1_HUMAN,SPIN1,1,Spindlin-1,69197.1,71537.9,55206.1,,,,106207,,,,,81280.3
Q15031,A0A494C1E0;C9JYR8;Q15031,SYLM_HUMAN,LARS2,3,"Probable leucine--tRNA ligase, mitochondrial",91687.1,97399.3,88929.7,,,,44161.2,61026.1,,,,
Q5T5P2;Q5T5P2-10;Q5T5P2-2;Q5T5P2-7;Q5T5P2-9,Q5T5P0;Q5T5P1;Q5T5P2-10;Q5T5P2-2;Q5T5P2-3;Q5T5P2-4;Q5T5P2-6;Q5T5P2-7;Q5T5P2-8;Q5T5P2-9;Q5T5P2,SKT-10_HUMAN;SKT-2_HUMAN;SKT-7_HUMAN;SKT-9_HUMAN;SKT_HUMAN,KIAA1217,4,Sickle tail protein homolog,95774.9,64488.5,78945.1,,,,25808.3,49658.8,,,67073.5,
Q9UNX4,Q9UNX4,WDR3_HUMAN,WDR3,2,WD repeat-containing protein 3,89701.4,97403.2,108505,,,,84854.8,,,,,
Q9NSI2;Q9NSI2-2,C9JJU7;Q9NSI2-2;Q9NSI2,F207A-2_HUMAN;F207A_HUMAN,FAM207A,4,Protein FAM207A,107205,65337,115910,,,,89760.6,,,,,
Q08117;Q08117-2,K7ELE3;K7EQH5;Q08117-2;Q08117,TLE5-2_HUMAN;TLE5_HUMAN,TLE5,1,TLE family member 5,51987,,61624.7,61303.1,,,40140.8,,,,97738.5,65321.2
O60499,K7EIY4;K7EJ05;K7ELY2;K7EPP9;Q5U8S2;X6R2W0;O60499,STX10_HUMAN,STX10,1,Syntaxin-10,32028.6,,,200902,142891,,,,,,,
Q12788,A0A087WYP7;J3KNP2;Q12788,TBL3_HUMAN,TBL3,2,Transducin beta-like protein 3,62856.5,54278.6,86101.8,,,,100363,72158.7,,,,
Q8NEL9;Q8NEL9-2;Q8NEL9-3;Q8NEL9-4,A0A087X0H7;Q8NEL9-2;Q8NEL9-3;Q8NEL9-4;Q8NEL9,DDHD1-2_HUMAN;DDHD1-3_HUMAN;DDHD1-4_HUMAN;DDHD1_HUMAN,DDHD1,1,Phospholipase DDHD1,,,107552,,,,,267923,,,,
Q9UJZ1;Q9UJZ1-2,A0A087WYB4;Q9UJZ1-2;Q9UJZ1,STML2-2_HUMAN;STML2_HUMAN,STOML2,4,"Stomatin-like protein 2, mitochondrial",93855.5,74139,93263.1,,,,54000.2,,60214.2,,,
Q14696;Q14696-2,H0YLI4;Q14696-2;Q14696,MESD-2_HUMAN;MESD_HUMAN,MESD,1,LRP chaperone MESD,71408,54515.5,45562.8,,,,79193.6,,44279,,80071.6,
Q9Y2Z4,H0YHS6;Q9Y2Z4,SYYM_HUMAN,YARS2,4,"Tyrosine--tRNA ligase, mitochondrial",108504,78880.5,122287,,,,64221.8,,,,,
P49790;P49790-2;P49790-3,P49790-2;P49790-3;P49790,NU153-2_HUMAN;NU153-3_HUMAN;NU153_HUMAN,NUP153,5,Nuclear pore complex protein Nup153,115530,116313,126192,,,,,,,,,15838.6
Q9Y6C9,Q9Y6C9,MTCH2_HUMAN,MTCH2,2,Mitochondrial carrier homolog 2,104833,53509.5,184703,,,,28141.5,,,,,
Q8WTW3,Q8WTW3,COG1_HUMAN,COG1,3,Conserved oligomeric Golgi complex subunit 1,58513,48125.6,60623.7,,,,60967.6,,81328,,,61484.1
Q96N64;Q96N64-2;Q96N64-3,Q96N64-2;Q96N64-3;Q96N64,PWP2A-2_HUMAN;PWP2A-3_HUMAN;PWP2A_HUMAN,PWWP2A,3,PWWP domain-containing protein 2A,64465,60150.6,44758.5,,,,54949.8,,,,87495.6,59194.4
P16278;P16278-3,E7EQ29;P16278-2;P16278-3;P16278,BGAL-3_HUMAN;BGAL_HUMAN,GLB1,3,Beta-galactosidase,67133.8,62854,63157.7,,,,58712.4,,,70147.5,,46292.4
P22102;P22102-2,C9JBJ1;C9JKQ7;C9JTV6;C9JZG2;F8WD69;P22102-2;P22102,PUR2-2_HUMAN;PUR2_HUMAN,GART,2,Trifunctional purine biosynthetic protein adenosine-3,115049,84742,109237,,,,58230.7,,,,,
P22352,A0A087X1J7;P22352,GPX3_HUMAN,GPX3,1,Glutathione peroxidase 3,87430.7,78659,79465.4,,,,64323.1,57268.5,,,,
Q9Y2T7,Q9Y2T7,YBOX2_HUMAN,YBX2,2,Y-box-binding protein 2,42712.1,51506,68986.3,,,,69011.5,,92065,,37052.1,
Q9BYD1,E5RFI2;E5RJI7;Q9BYD1,RM13_HUMAN,MRPL13,1,"39S ribosomal protein L13, mitochondrial",135387,96388.5,129548,,,,,,,,,
Q12923;Q12923-3;Q12923-4,Q12923-3;Q12923-4;Q12923,PTN13-3_HUMAN;PTN13-4_HUMAN;PTN13_HUMAN,PTPN13,5,Tyrosine-protein phosphatase non-receptor type 13,119205,103897,136738,,,,,,,,,
P46459;P46459-2,I3L0N3;P46459-2;P46459,NSF-2_HUMAN;NSF_HUMAN,NSF,6,Vesicle-fusing ATPase,76644.9,56898.1,90771.3,,,,74666.6,,60175.2,,,
P48059;P48059-2;P48059-3;P48059-4;P48059-5,A0A0J9YXC7;A0A0M3HER1;P48059-2;P48059-3;P48059-4;P48059-5;P48059,LIMS1-2_HUMAN;LIMS1-3_HUMAN;LIMS1-4_HUMAN;LIMS1-5_HUMAN;LIMS1_HUMAN,LIMS1,1,LIM and senescent cell antigen-like-containing domain protein 1,81037.3,88125,81727,,,,105580,,,,,
Q9H0B6;Q9H0B6-2,Q9H0B6-2;Q9H0B6,KLC2-2_HUMAN;KLC2_HUMAN,KLC2,5,Kinesin light chain 2,85817.4,62426.2,86494.2,,,,27524.5,,93444.4,,,
Q9UBC2;Q9UBC2-2;Q9UBC2-3;Q9UBC2-4,K7EJR2;M0QX30;M0R165;M0R1V5;M0R330;Q9UBC2-2;Q9UBC2-3;Q9UBC2-4;Q9UBC2,EP15R-2_HUMAN;EP15R-3_HUMAN;EP15R-4_HUMAN;EP15R_HUMAN,EPS15L1,3,Epidermal growth factor receptor substrate 15-like 1,85446.1,,73161,,,,82415.1,113944,,,,
P26440;P26440-2,A0A0A0MT83;H0YKV0;H0YLC3;H0YN10;H7C4G6;P26440-2;P26440,IVD-2_HUMAN;IVD_HUMAN,IVD,4,"Isovaleryl-CoA dehydrogenase, mitochondrial",115825,117623,121319,,,,,,,,,
Q9NTJ5,C9JV50;E9PGZ4;Q9NTJ5-2;Q9NTJ5,SAC1_HUMAN,SACM1L,1,Phosphatidylinositide phosphatase SAC1,158726,,193327,,,,,,,,,
Q96FN4;Q96FN4-2,H3BUC8;Q96FN4-2;Q96FN4,CPNE2-2_HUMAN;CPNE2_HUMAN,CPNE2,2,Copine-2,76840.5,69477.2,92808.4,56437,,,12241.6,43652.1,,,,
Q9P031,F8VNY5;Q9P031,TAP26_HUMAN,CCDC59,1,Thyroid transcription factor 1-associated protein 26,58723.9,48642.2,144235,,,,28173.4,,71386,,,
Q9BT17,Q9BT17-2;U3KQ69;E9PI62;Q9BT17,MTG1_HUMAN,MTG1,1,Mitochondrial ribosome-associated GTPase 1,84176.3,74834.3,111024,,,,80138,,,,,
Q9NUU7;Q9UMR2;Q9UMR2-2;Q9UMR2-4,F6QDS0;H3BMQ5;H3BN59;H3BQK0;H3BTB3;I3L0H8;Q9UMR2-2;Q9UMR2-4;Q9NUU7;Q9UMR2,DD19A_HUMAN;DD19B-2_HUMAN;DD19B-4_HUMAN;DD19B_HUMAN,DDX19A;DDX19B,3,ATP-dependent RNA helicase DDX19A,73048.3,58731.4,86274,,,,65181.8,,,,,65055
Q9NQZ2,Q9NQZ2,SAS10_HUMAN,UTP3,2,Something about silencing protein 10,103889,96562.1,65426.6,,,,,,81439.2,,,
Q9Y383,A0A0A6YYJ8;Q96HJ9-2;Q9Y383-2;Q9Y383-3;Q9Y383,LC7L2_HUMAN,LUC7L2,4,Putative RNA-binding protein Luc7-like 2,89865.3,101755,96685.7,,,,56688.3,,,,,
O75569;O75569-2;O75569-3,C9JMM3;F8WEG8;G5E9Q4;O75569-2;O75569-3;O75569,PRKRA-2_HUMAN;PRKRA-3_HUMAN;PRKRA_HUMAN,PRKRA,3,Interferon-inducible double-stranded RNA-dependent protein kinase activator A,46304.6,38794.2,36955.5,,,,43221.7,,50933.8,,65302.3,62836.7
Q9BRP1,Q9BRP1,PDD2L_HUMAN,PDCD2L,1,Programmed cell death protein 2-like,90842.4,142614,108966,,,,,,,,,
Q9Y285,K7EPH2;K7ER00;K7ER16;Q9Y285,SYFA_HUMAN,FARSA,1,Phenylalanine--tRNA ligase alpha subunit,145484,,121251,,,,74260.5,,,,,
O15226;O15226-2,O15226-2;O15226,NKRF-2_HUMAN;NKRF_HUMAN,NKRF,4,NF-kappa-B-repressing factor,72153.9,92723,95105.8,,,,79180.7,,,,,
O96008;O96008-2,O96008-2;K7EJ57;K7EKG4;O96008,TOM40-2_HUMAN;TOM40_HUMAN,TOMM40,2,Mitochondrial import receptor subunit TOM40 homolog,84715.2,34027.2,68593.2,,,,78974.9,,,,72671.4,
Q14137;Q14137-2,Q14137-2;Q14137,BOP1-2_HUMAN;BOP1_HUMAN,BOP1,3,Ribosome biogenesis protein BOP1,90629.2,71233.4,79162.2,,,,96293.1,,,,,
Q9BYW2,C9JG86;Q9BYW2-2;Q9BYW2-3;Q9BYW2,SETD2_HUMAN,SETD2,4,Histone-lysine N-methyltransferase SETD2,146146,86072.8,104562,,,,,,,,,
P30038;P30038-3,P30038-3;Q5TF55;P30038,AL4A1-3_HUMAN;AL4A1_HUMAN,ALDH4A1,4,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",114770,113396,106768,,,,,,,,,
P01009,A0A024R6I7;A0A0G2JRN3;P01009-2;P01009,A1AT_HUMAN,SERPINA1,3,Alpha-1-antitrypsin,,,62023.1,82307.2,,,101481,,,,,86513.7
Q3ZCQ8;Q3ZCQ8-2,M0R003;M0R1Y4;M0R2F8;M0R2Q2;Q3ZCQ8-2;Q3ZCQ8-3;Q3ZCQ8,TIM50-2_HUMAN;TIM50_HUMAN,TIMM50,3,Mitochondrial import inner membrane translocase subunit TIM50,121334,87972,122523,,,,,,,,,
P07093;P07093-2;P07093-3,P07093-2;P07093-3;P07093,GDN-2_HUMAN;GDN-3_HUMAN;GDN_HUMAN,SERPINE2,2,Glia-derived nexin,79071.1,65896.5,70183.1,,,,35796.4,,,,,78840.2
Q7KZF4,H7C597;Q7KZF4,SND1_HUMAN,SND1,5,Staphylococcal nuclease domain-containing protein 1,78381.2,88897.6,78623,,,,,83294.5,,,,
O95478,A0A0A0MQZ6;H0YAI9;O95478,NSA2_HUMAN,NSA2,2,Ribosome biogenesis protein NSA2 homolog,107179,108068,110876,,,,,,,,,
Q9Y6H1,Q5T1J5;Q9Y6H1,CHCH2_HUMAN,CHCHD2,2,Coiled-coil-helix-coiled-coil-helix domain-containing protein 2,76598.2,66613.1,76559.5,,,,87113.7,18803.2,,,,
Q14566,Q14566,MCM6_HUMAN,MCM6,2,DNA replication licensing factor MCM6,95584.4,47762.3,87157.7,,,,,94665.5,,,,
Q9BYC8,Q9BYC8,RM32_HUMAN,MRPL32,1,"39S ribosomal protein L32, mitochondrial",69587.4,107078,147180,,,,,,,,,
Q16836;Q16836-2;Q16836-3,A0A0A0MSE2;A0A0D9SFP2;A0A1W2PNM1;A0A1W2PQ78;A0A1W2PQV5;E9PF18;Q16836-2;Q16836-3;Q16836,HCDH-2_HUMAN;HCDH-3_HUMAN;HCDH_HUMAN,HADH,1,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",101023,87325.6,91451.6,,,,12084,31055.4,,,,
Q13895,F8WBL2;Q13895,BYST_HUMAN,BYSL,4,Bystin,85704.9,70175.2,86846.4,,,,,79277.3,,,,
Q13217,X6R9L0;Q13217,DNJC3_HUMAN,DNAJC3,1,DnaJ homolog subfamily C member 3,109356,95500.7,115479,,,,,,,,,
Q9H0E2,E7EN89;Q9H0E2,TOLIP_HUMAN,TOLLIP,1,Toll-interacting protein,98165.8,,35130.9,135914,,,,,,,,50170.9
Q9NP81;Q9NP81-2,B4DJM9;M0QWZ7;M0R1C0;M0R2H5;Q9NP81-2;Q9NP81,SYSM-2_HUMAN;SYSM_HUMAN,SARS2,6,"Serine--tRNA ligase, mitochondrial",105420,99068.9,114249,,,,,,,,,
O43347,B4DHE8;B4DM51;H0YHB7;J3KTC1;Q96DH6-2;Q96DH6-3;O43347;Q96DH6,MSI1H_HUMAN,MSI1,2,RNA-binding protein Musashi homolog 1,131480,77401.3,109187,,,,,,,,,
Q9UL40;Q9UL40-2;Q9UL40-3,B7Z4J8;B7Z4N4;D6RJ07;Q9UL40-2;Q9UL40-3;Q9UL40,ZN346-2_HUMAN;ZN346-3_HUMAN;ZN346_HUMAN,ZNF346,2,Zinc finger protein 346,84169.8,55448.6,82322.8,,,,,,,,69840,24227.8
O75354;O75354-2;O75354-3,H0Y3D0;H0Y473;O75354-2;O75354-3;Q5QPJ3;O75354,ENTP6-2_HUMAN;ENTP6-3_HUMAN;ENTP6_HUMAN,ENTPD6,1,Ectonucleoside triphosphate diphosphohydrolase 6,42060.5,64643.4,66860.9,,,,59474.6,,,,,81211.4
Q5T160,H0Y450;Q5T160,SYRM_HUMAN,RARS2,3,"Probable arginine--tRNA ligase, mitochondrial",64174.1,73963.7,84321.2,,,,39162.1,,52440.3,,,
Q8NCA5;Q8NCA5-2,E9PH82;Q8NCA5-2;Q8NCA5,FA98A-2_HUMAN;FA98A_HUMAN,FAM98A,2,Protein FAM98A,82082.4,28920.3,89761.8,,,,112831,,,,,
P38606;P38606-2,P38606-2;P38606,VATA-2_HUMAN;VATA_HUMAN,ATP6V1A,2,V-type proton ATPase catalytic subunit A,78374.5,50077.4,59837,,,,65719.4,,,,,59432.4
Q5BJF2,J3KT68;Q5BJF2,SGMR2_HUMAN,TMEM97,1,Sigma intracellular receptor 2,121715,87557,103851,,,,,,,,,
Q9H3N1,G3V448;Q9H3N1,TMX1_HUMAN,TMX1,1,Thioredoxin-related transmembrane protein 1,97003.8,79110,78181.7,,,,58135.9,,,,,
Q9GZS1;Q9GZS1-1,E7EX70;Q9GZS1-1;Q9GZS1,RPA49-1_HUMAN;RPA49_HUMAN,POLR1E,3,DNA-directed RNA polymerase I subunit RPA49,105285,92139.1,114451,,,,,,,,,
Q9UNX3,Q9UNX3,RL26L_HUMAN,RPL26L1,1,60S ribosomal protein L26-like 1,,132831,177760,,,,,,,,,
Q5T9A4,J3QSF3;Q5T9A4-3;Q5T2N8;Q5T9A4,ATD3B_HUMAN,ATAD3B,3,ATPase family AAA domain-containing protein 3B,121405,75021.1,113131,,,,,,,,,
Q8WXD2,Q8WXD2,SCG3_HUMAN,SCG3,1,Secretogranin-3,75849.9,71117.8,70177.8,,,,,13338.7,39164.7,,39393.3,
Q5SW79;Q5SW79-2;Q5SW79-3,H0Y2V6;Q5SW79-2;Q5SW79-3;Q5SW79,CE170-2_HUMAN;CE170-3_HUMAN;CE170_HUMAN,CEP170,2,Centrosomal protein of 170 kDa,70384.6,69133.3,85089.4,,,,84294.5,,,,,
P57735,P57735,RAB25_HUMAN,RAB25,1,Ras-related protein Rab-25,,72984.7,,,,,45514.7,58654.3,,,,129700
O75556,O75556,SG2A1_HUMAN,SCGB2A1,1,Mammaglobin-B,,,205459,99556.6,,,,,,,,
Q8N5C6,Q8N5C6-2;Q8N5C6,SRBD1_HUMAN,SRBD1,3,S1 RNA-binding domain-containing protein 1,109369,60765,107472,,,,26296.3,,,,,
P16435,H0Y4R2;P16435,NCPR_HUMAN,POR,2,NADPH--cytochrome P450 reductase,116014,85804.2,100461,,,,,,,,,
Q7Z3B4;Q7Z3B4-3,Q7Z3B4-2;Q7Z3B4-3;Q7Z3B4,NUP54-3_HUMAN;NUP54_HUMAN,NUP54,5,Nucleoporin p54,65561.7,78135,73531.3,82542.3,,,,,,,,
O75947;O75947-2,F5H608;O75947-2;O75947,ATP5H-2_HUMAN;ATP5H_HUMAN,ATP5PD,2,"ATP synthase subunit d, mitochondrial",93296,71148.8,96353.1,,,,38713.2,,,,,
P31153,P31153-2;P31153,METK2_HUMAN,MAT2A,2,S-adenosylmethionine synthase isoform type-2,110506,88091.4,100296,,,,,,,,,
Q9P2T1;Q9P2T1-2;Q9P2T1-3,A0A087WWM4;A0A0B4J281;F8WAN9;H0YKK3;H0YLV5;H0YMB3;H0YMG3;H0YMR9;H0YMV5;H0YN74;H0YNH0;H0YNJ6;Q9P2T1-2;Q9P2T1-3;Q9P2T1,GMPR2-2_HUMAN;GMPR2-3_HUMAN;GMPR2_HUMAN,GMPR2,1,GMP reductase 2,,,,,,,,,,,,297150
Q06265;Q06265-2,D6R905;D6RA17;D6RAP4;D6RIY6;Q06265-2;Q06265,EXOS9-2_HUMAN;EXOS9_HUMAN,EXOSC9,1,Exosome complex component RRP45,70707.5,89997.7,82544.2,,,,52659.3,,,,,
Q8WYA6;Q8WYA6-2;Q8WYA6-3;Q8WYA6-4,A0A087WUB9;Q8WYA6-2;Q8WYA6-3;Q8WYA6-4;Q8WYA6,CTBL1-2_HUMAN;CTBL1-3_HUMAN;CTBL1-4_HUMAN;CTBL1_HUMAN,CTNNBL1,2,Beta-catenin-like protein 1,79357.8,80104.9,72906.8,,63207.5,,,,,,,
Q15691,Q15691,MARE1_HUMAN,MAPRE1,2,Microtubule-associated protein RP/EB family member 1,67731.5,85348.3,75429.9,,,,,,,,,66920.9
